artist;name
https://data.rkd.nl/artists/118685;Willems, Nico
https://data.rkd.nl/artists/118914;Breems, Alida den
https://data.rkd.nl/artists/119042;Janmaat, Piet
https://data.rkd.nl/artists/119056;Hoevenaars, Nonica
https://data.rkd.nl/artists/119063;Placidi, Francesco
https://data.rkd.nl/artists/11926;Braet von Uberfeldt, Jan
https://data.rkd.nl/artists/119271;Beil, Charles A.
https://data.rkd.nl/artists/11942;Brailovski, Leonid Mikhailovich
https://data.rkd.nl/artists/11943;Brailovskaja, Rimma Nikitchina
https://data.rkd.nl/artists/119497;Caesar, Doris
https://data.rkd.nl/artists/119499;Calder, Alexander Stirling
https://data.rkd.nl/artists/119507;Tyler, Mike
https://data.rkd.nl/artists/119521;Clark, Sally
https://data.rkd.nl/artists/11960;Braken, Peter van den
https://data.rkd.nl/artists/11962;Brakenburgh, Richard
https://data.rkd.nl/artists/119628;Hulst-Alexander, H.E.
https://data.rkd.nl/artists/119851;DeWeldon, Felix Weihs
https://data.rkd.nl/artists/119856;Donoghue, John
https://data.rkd.nl/artists/119927;Bemden, Peeter van den
https://data.rkd.nl/artists/120013;Meer, Hans van der
https://data.rkd.nl/artists/12008;Brand, Chris
https://data.rkd.nl/artists/120125;Meijlink, Paul
https://data.rkd.nl/artists/12013;Brand, Jan
https://data.rkd.nl/artists/120136;Middelkoop, Ger
https://data.rkd.nl/artists/120158;Mineur, Fons
https://data.rkd.nl/artists/120211;Yperlaan, Ernst
https://data.rkd.nl/artists/120222;Zeegers, Bernadette
https://data.rkd.nl/artists/120242;Zwart-de Beun, Aky de
https://data.rkd.nl/artists/120315;Schilders, Jan
https://data.rkd.nl/artists/120324;Tasia, Mauro
https://data.rkd.nl/artists/120325;Tavella, Carlo Antonio
https://data.rkd.nl/artists/120342;Bögels, Corien
https://data.rkd.nl/artists/120368;Boekschoten, Willem
https://data.rkd.nl/artists/120377;Weijers-Boelhouwer, Carla
https://data.rkd.nl/artists/120423;Torelli, Giacomo
https://data.rkd.nl/artists/120463;Boelaars, Leonard
